1;Аппарат кассовый, Атол 30Ф, с фискальной памятью;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
2;АТС модуль расширения, Panasonic, KX-TVM50,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
3;АТС модуль расширения, АСТАРТА, iBase TDMoIP 4xE1,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
4;Дрель, -шуруповерт аккумуляторная Makita 6319DWAE,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
5;ИБП, CyberPower, OR1000ELCDRM1U,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
6;ИБП, APC, Back-UPS BR900G-RS,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
7;ИБП, APC, Back-UPS Pro 900,;Управление Офис 1 (Земляной вал, 61 стр. 2);14;1;
8;ИБП, APC, Back-UPS Pro 900,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
9;Инструмент для сетей и компьютерной техники, для заделки кабеля, Cabeus HT-3240;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
10;Клавиатура, USB Apple Magic Keyboard,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
11;Клавиатура, USB CHERRY G86-63400,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
12;Колонки для компьютерной техники, Logitech, Z-120;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
13;Компьютер, персональный компьютер, HP 7300 Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);9;1;
14;Компьютер, персональный компьютер, Dell 3470 Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
15;Компьютер, персональный компьютер, HP 400G1PD DM Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
16;Компьютер, персональный компьютер, HP 400G1PD DM Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
17;Компьютер, персональный компьютер, Dell Optiplex 3050 MT Windows 10,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
18;Компьютер, персональный компьютер, Dell Optiplex 3050 MT Windows 10,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
19;Компьютер, персональный компьютер, Dell 3470-0908 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
20;Компьютер, персональный компьютер, Dell 3470-0908 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
21;Компьютер, персональный компьютер, HP 6300 i3-3220 Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
22;Компьютер, Системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 1 Tb, Windows 7 Pro 64-bit,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
23;Компьютер, системный блок, Dell Vostro 3671 i3-9100, 4 Gb, 1 Tb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
24;Компьютер, системный блок, HP 600 G3 SFF ProDesk Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
25;Компьютер, персональный компьютер, Dell Vostro 3268, Intel Core i57400/DDR4 4GB/1000GB Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
26;Компьютер, ноутбук, Acer TravelMate P2 TMP259-G2-M-55DP Windows 10,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
27;Компьютер, персональный компьютер, HP, 500B MT Pentium , Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);7;1;
28;Компьютер, персональный компьютер, Dell Vostro 3670-0939 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
29;Компьютер, персональный компьютер, Dell Vostro 3670-0939 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
30;Компьютер, персональный компьютер, Dell Vostro 3670-0939 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
31;Компьютер, персональный компьютер, Dell Vostro 3670-0939 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
32;Компьютер, персональный компьютер, Dell Vostro 3670-0939 Core i3-8100, 4 Gb, 1 Tb, Linux,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
33;Компьютер, персональный компьютер, HP Z220 Xeon E3-1240 Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
34;"Компьютер, ноутбук, Lenovo IdeaPad 3-15 15.6"" i3-1005G1, 8GB, 512 Gb SSD, Windows 10,";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
35;Компьютер, персональный компьютер, HP 280 G1 MT Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
36;Компьютер, персональный компьютер, HP 280 G1 MT Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
37;Компьютер, системный блок, HP 6200 Pro MT Core i3-2120, 2 Gb, 500 Gb, Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);20;1;
38;Компьютер, Системный блок, HP ProDesk 600 G1 TWR Core i5-4570, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
39;Компьютер, Системный блок, HP ProDesk 600 G1 TWR Core i5-4570, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
40;Компьютер, Системный блок, HP ProDesk 600 G1 TWR Core i5-4570, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
41;Компьютер, ноутбук, Lenovo V340-17IKB i3-8145U, 8GB, 1 Tb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
42;Компьютер, Системный блок, HP 6000 Windows 7 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
43;Компьютер, системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
44;Компьютер, системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
45;Компьютер, системный блок, HP 400 ProDesk G2 MT Core i5-4590S, 4 Gb, 500 Gb, Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
46;Компьютер, Системный блок, HP 3500 Pro MT Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);20;1;
47;Компьютер, персональный компьютер, Dell Vostro 3268, Intel Core i57400/DDR4 4GB/500GB Dos,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
48;"Компьютер, ноутбук, Acer Extensa EX215-51-569V 15.6"" Core i5-10210U, 512 Gb SSD, Windows 10,";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
49;Компьютер, планшет, Apple iPad 128Gb iOS,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
50;Компьютер, системный блок, Lenovo IdeaCentre 90hx001brs Без предустановленного ПО,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
51;Компьютер, персональный компьютер, HP ProDesk 400 G4 SFF i3-7100, 4 Gb, 500 Gb, Windows 10 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
52;Компьютер, персональный компьютер, HP ProDesk 400 G4 SFF i3-7100, 4 Gb, 500 Gb, Windows 10 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
53;Компьютер, Системный блок, HP 280 G1 MT HP Care Pack,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
54;Компьютер, Системный блок, HP 280 G1 MT HP Care Pack,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
55;Компьютер, ноутбук, Lenovo IdeaPad 100-15 Без предустановленного ПО,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
56;Компьютер, системный блок, Dell Vostro 3681 Core i3-10100, 8GB, 1 Tb, Windows 10 Professional,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
57;Компьютер, персональный компьютер, HP, dx2300 MT  DualCore PE-2160, Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);5;1;
58;Компьютер, персональный компьютер, HP, Compaq dx2400  Windows 7,;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
59;Компьютер, Системный блок, HP dc7600 Windows XP Prof Rus,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
60;Лестница хозяйственная, стремянка, алюминевая, L=1,24м,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
61;Молоток, дерево квадратный боек, 0,400кг,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
62;"Монитор, Samsung 23.6""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
63;"Монитор, Samsung S22B300B 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
64;"Монитор, Samsung S22E200NY 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
65;"Монитор, Samsung S22E200NY 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
66;"Монитор, Samsung S22E200NY 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);3;1;
67;"Монитор, Samsung S24F350FHI 23.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
68;"Монитор, Samsung S24F350FHI 23.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
69;"Монитор, Samsung S22E450B 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
70;"Монитор, Samsung S24E390HL 23.6""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
71;"Монитор, Samsung S24E390HL 23.6""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
72;"Монитор, Samsung S24E390HL 23.6""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
73;"Монитор, Samsung S24E390HL 23.6""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
74;"Монитор, Samsung 23""";Управление Офис 1 (Земляной вал, 61 стр. 2);8;1;
75;"Монитор, Samsung 22""";Управление Офис 1 (Земляной вал, 61 стр. 2);31;1;
76;"Монитор, Samsung S22D300HY 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
77;"Монитор, Samsung S22C450B 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
78;"Монитор, Samsung E2220N 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
79;"Монитор, Samsung S24D300H 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
80;"Монитор, Samsung S24D300H 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
81;"Монитор(8528521000), Samsung S24F350FHI 23.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
82;"Монитор(8528521000), HP 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
83;"Монитор(8528521000), HP 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
84;"Монитор(8528521000), Dell 23""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
85;"Монитор(8528521000), Samsung S23E200B 23""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
86;"Монитор(8528521000), Philips 27""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
87;"Монитор(8528521000), HP E241i 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
88;"Монитор(8528521000), Dell 24""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
89;"Монитор(8528599009), Dell E2218HN 21.5""";Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
90;"Монитор(8528599009), Dell SE2416H 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
91;"Монитор(8528599009), Dell SE2416H 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
92;"Монитор(8528599009), Dell SE2416H 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
93;"Монитор(8528599009), Dell E2418HN 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
94;"Монитор(8528599009), Dell E2418HN 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
95;"Монитор(8528599009), Dell E2418HN 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
96;"Монитор(8528599009), Dell E2418HN 23.8""";Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
97;МФУ (принтер, копир, факс), KYOCERA Ecosys M3040IDN, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
98;МФУ (принтер, копир, факс), KYOCERA Ecosys M3040IDN, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
99;МФУ (принтер, копир, факс), HP LaserJet Pro 400 M425dn,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
100;МФУ (принтер, копир, факс), HP LaserJet Pro 400 M425dn,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
101;МФУ (принтер, копир, факс), Xerox WC 7220, принтер+сканер+копир А3,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
102;МФУ (принтер, копир, факс), Xerox WC 7220, принтер+сканер+копир А3,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
103;МФУ (принтер, копир, факс), KYOCERA Ecosys M2035DN, принтер+сканер+копир А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
104;МФУ (принтер, копир, факс), KYOCERA Ecosys M2035DN, принтер+сканер+копир А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
105;МФУ (принтер, копир, факс), HP LaserJet Pro M426fdn, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
106;МФУ (принтер, копир, факс), HP LaserJet Pro M426fdn, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
107;МФУ (принтер, копир, факс), HP LaserJet Pro M426fdn, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
108;МФУ (принтер, копир, факс), HP LaserJet Pro M426fdn, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
109;МФУ (принтер, копир, факс), HP LaserJet Pro M426fdn, А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
110;МФУ (принтер, копир, факс), KYOCERA FS-6525MFP, принтер+сканер+копир А3,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
111;МФУ (принтер, копир, факс), HP LaserJet Pro M225 (CF485A), А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
112;МФУ (принтер, копир, факс), HP LaserJet Pro M428dw,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
113;МФУ (принтер, копир, факс), KYOCERA TASKalfa 1800,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
114;МФУ (принтер, копир, факс), KYOCERA Ecosys M5526cdn,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
115;МФУ (принтер, копир, факс), Canon i-SENSYS MF416dw,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
116;МФУ (принтер, копир, факс), HP LaserJet M1536 , принтер+сканер+копир А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
117;Набор инструментальный, универсальный 39предм.,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
118;Обогреватель, анодированный ZPAS WN-0211-02-00-000,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
119;Оборудование для резки и уничтожения бумаги, уничтожитель бумаги(шредер) HSM ShredStar X5-4.5x30;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
120;Оборудование для резки и уничтожения бумаги, уничтожитель бумаги(шредер) HSM SECURIO C14-4х25;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
121;Перфоратор, Makita HR160DWA 1,2Дж 12В SDS-plus;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
122;Перфоратор, Makita HR2450 950Вт, 15Дж SDS-Max;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
123;Прибор, накопитель фискальный ФН-1.1;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
124;Прибор, накопитель фискальный ФН-1.1;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
125;Прибор, тестер для проверки качества видеосигнала, Expert-4IP/CMOT;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
126;Принтер, HP, LaserJet P2055dn CE459A;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
127;Принтер, Ricoh, SP C250DN;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
128;Принтер, HP, LaserJet Pro 400 M401d;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
129;Принтер, HP, LaserJet Pro 400 M401d;Управление Офис 1 (Земляной вал, 61 стр. 2);8;1;
130;Принтер, HP, LaserJet M601n А4,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
131;Принтер, Canon, PIXMA IX6840;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
132;Принтер, Canon, PIXMA IX6840;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
133;Радиостанция, портативная FT-60R Yaesu;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
134;Сетевое оборудование, коммутатор, HP, 1910-8G,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
135;Сетевое оборудование, роутер, ZTE, MF838FT,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
136;Сетевое оборудование, коммутатор, ZyXEL, GS-108B,;Управление Офис 1 (Земляной вал, 61 стр. 2);4;1;
137;Сетевое оборудование, коммутатор, ZyXEL, GS-108B,;Управление Офис 1 (Земляной вал, 61 стр. 2);5;1;
138;Сетевое оборудование, точка доступа, Ubiquiti, Bullet,;Управление Офис 1 (Земляной вал, 61 стр. 2);6;1;
139;Сетевое оборудование, точка доступа, Ubiquiti, Bullet,;Управление Офис 1 (Земляной вал, 61 стр. 2);5;1;
140;Сетевое оборудование, роутер, ZTE, MF283V,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
141;Сетевое оборудование, роутер, ZTE, MF283V,;Управление Офис 1 (Земляной вал, 61 стр. 2);1;1;
142;Сетевое оборудование, коммутатор, ZyXEL, GS-105B,;Управление Офис 1 (Земляной вал, 61 стр. 2);2;1;
